FirstName,LastName,Age,City,Salary,Status,BankBalance,BankName,StockSymbol,StockPrice,StockPriceOneYearAgo,StockVolume,StockPriceYearAgo,StockPriceSixMonthsAgo,StockPriceThreeMonthsAgo,StockPriceOneMonthAgo
Teresa,Reese,38,Lake Anitaberg,36763,Divorced,4020392.62,Lopez Inc Bank,rwm,278.45,160.73,17970,307.34,751.59,744.88,73.82
Janet,Jones,23,Joneschester,43757,Single,9074027.3,Humphrey-Graham Bank,sKO,352.31,876.14,14789,491.75,96.73,722.73,146.03
Sean,Brooks,38,West Gary,52406,Married,2356279.3,Smith Group Bank,Rkx,853.57,365.55,44569,275.47,392.29,266.87,504.32
Teresa,Cooper,50,Port Briannafurt,80748,Divorced,8980732.25,"White, Lin and Howard Bank",SXP,251.25,826.05,50218,251.37,616.84,737.7,23.62
Susan,Johnson,58,Port Samuelstad,89821,Single,7939780.13,Davis and Sons Bank,vDQ,772.82,67.4,89956,180.61,767.04,183.11,44.29
Phyllis,Thomas,34,West James,118680,Single,4668488.84,"Stephenson, Martinez and Owens Bank",jxM,397.81,811.13,92753,683.08,379.71,866.75,590.64
Alexander,Fowler,41,Timothyview,85433,Married,7627690.34,Jacobs-Rivera Bank,tPq,900.51,889.65,96599,537.04,643.99,535.2,163.86
Karen,Thompson,48,East Kevin,61612,Single,6652781.85,"Hughes, Smith and Miller Bank",CEV,680.68,848.43,80393,673.63,448.15,796.53,570.48
Christina,Rice,51,Robertmouth,34635,Single,1193208.54,"Rodriguez, Johns and Butler Bank",iiH,246.42,953.46,98511,581.2,265.96,497.59,279.92
Christopher,Hart,42,Andersonside,54388,Divorced,7488119.32,Burke-Simmons Bank,FYH,127.08,322.17,59071,988.68,712.56,48.94,229.19
Richard,Kim,40,Port Katelyn,77836,Married,7558060.69,"Simmons, Wilson and Oliver Bank",mqd,723.0,615.64,4626,91.19,853.68,737.32,409.18
Johnny,Tate,60,Martinbury,54472,Divorced,9345551.76,"Black, Young and Blackwell Bank",cMx,18.97,246.5,27307,711.62,102.82,445.24,455.08
Jeffrey,Alexander,30,North Hayley,116570,Divorced,2575717.4,Perez LLC Bank,ywl,98.77,830.94,187,965.85,757.63,437.45,195.18
Jonathan,Simpson,65,Lake Willieville,97599,Single,7803738.85,Webb-Walsh Bank,gfH,963.17,397.86,78897,109.52,123.42,720.85,757.08
Anna,Wilkinson,23,Margaretshire,110979,Married,5680888.04,Ellis-Johnson Bank,Vak,271.8,276.33,2816,126.94,991.52,450.12,902.44
Anne,Drake,33,North Kimberlyton,82883,Married,52630.79,Fox Ltd Bank,qDt,876.33,505.81,76432,803.85,370.1,52.81,472.91
Jenny,Ruiz,54,Port Elizabeth,69946,Single,1251487.97,Jennings Group Bank,zGx,435.97,463.58,79228,923.12,456.73,136.65,257.24
James,Cole,45,Carrieville,103332,Married,9101341.55,Lawson-Stevens Bank,WYH,404.67,23.44,30978,991.5,538.62,19.58,158.55
Tyrone,Spencer,46,North Katherinebury,114318,Divorced,7083527.33,Logan and Sons Bank,ytu,216.92,813.55,44937,181.06,236.61,629.01,840.84
Dawn,Rocha,45,Stokeston,78793,Married,8373616.58,"Terry, Brooks and Ford Bank",BGt,816.29,27.56,64813,912.61,602.02,64.38,241.07
Melissa,Powers,23,West Gregory,116946,Divorced,1328614.29,Hanson-Morris Bank,Yke,314.58,157.31,90796,295.63,607.83,210.47,454.6
Heather,Potter,38,Nathanview,41432,Married,5197424.65,Pollard-Peterson Bank,VXb,314.52,664.72,30591,658.01,857.62,669.29,643.89
Lisa,Spence,50,Andersonfurt,60646,Divorced,3918413.51,Brown Group Bank,gdk,151.29,388.29,16111,346.12,119.23,524.91,132.05
Jennifer,Nicholson,47,North Tiffanymouth,31477,Married,6182246.58,"Mcintosh, Nichols and Little Bank",eYC,703.65,994.34,98748,107.08,556.32,34.7,425.99
Natasha,Warner,28,Cookstad,85837,Divorced,4776885.88,"Martinez, Moore and Wilson Bank",XGR,364.55,480.94,31082,325.88,127.31,290.34,179.31
Timothy,Perez,69,Mallorychester,65371,Married,1863993.24,"Salazar, Moore and Lozano Bank",NJj,832.48,184.5,69042,870.57,764.33,522.62,735.6
Steve,Johnson,33,Ramirezfurt,78836,Married,317747.2,Holloway-Manning Bank,mMz,191.53,755.78,36778,677.22,427.85,734.03,825.08
Elizabeth,Beard,44,South Debra,82868,Divorced,575710.5,"Peterson, Smith and Powell Bank",LaG,30.77,407.34,49154,586.96,230.87,987.78,761.48
Joseph,Rodgers,32,Christopherview,31215,Married,3498187.35,Fleming-Poole Bank,fNQ,633.62,661.45,1500,247.37,208.4,476.53,354.53
Maureen,Nelson,67,Madelinebury,102460,Married,4940681.37,Irwin LLC Bank,utU,147.46,120.3,8315,440.15,128.99,837.38,206.72
Cynthia,Rodgers,63,Kiaramouth,90039,Married,1864581.42,"Edwards, Black and Snyder Bank",Guh,500.97,661.77,94858,622.25,144.81,675.74,827.48
Kevin,Abbott,33,Simpsonchester,98679,Married,2564294.36,Vega Inc Bank,CON,416.67,411.23,58961,369.61,230.44,266.55,95.85
Stephanie,Becker,19,Juliefort,106691,Married,7996967.36,Adams and Sons Bank,uMD,403.82,856.22,16141,744.73,400.54,376.14,935.88
Chase,Fry,26,East Robertport,103770,Single,2985476.96,"Johnson, Miranda and Beck Bank",GPz,450.23,114.5,33785,674.76,318.07,153.92,434.34
Sarah,Pittman,23,Bennettberg,70171,Single,3773191.3,Brewer Inc Bank,zyF,786.78,884.88,16277,195.62,920.77,548.59,90.25
Michael,Riddle,41,New Jennifer,71268,Single,2883012.41,Hamilton and Sons Bank,GRE,648.87,379.14,42902,731.72,179.02,638.17,991.23
Daniel,Wright,61,Murphyville,72305,Single,4101094.79,Cobb Ltd Bank,bmP,240.99,159.7,69682,950.57,723.58,883.83,176.61
Christina,Yu,57,Vargasville,71627,Divorced,6103714.91,Whitney LLC Bank,mSo,97.5,116.62,89016,129.77,435.19,149.33,329.25
Jennifer,Rogers,21,Ramosmouth,61441,Single,1707639.79,"Harris, Jackson and Strickland Bank",LqM,785.98,851.0,62645,970.62,264.57,109.12,799.79
Julie,Barajas,53,Port Stephanie,47004,Married,9137727.6,Smith-Miller Bank,HOv,789.59,904.28,51389,415.64,866.48,632.5,623.9
Debra,Christensen,28,East Kyle,42495,Married,5973602.34,Gonzales-Jones Bank,LUj,774.7,49.57,8127,256.0,630.15,781.7,628.17
Brenda,Parsons,61,Travisburgh,105359,Single,7491850.76,Rodriguez Inc Bank,Vfm,887.03,418.98,54842,894.81,766.57,291.75,125.74
Mike,Hall,65,Lake Edwin,66785,Divorced,1359150.59,Rivas-Martin Bank,BFp,736.49,343.76,87822,969.39,10.14,596.2,609.84
Jennifer,Taylor,54,Port Laura,84954,Divorced,9169210.23,"Briggs, Riley and Moody Bank",YvF,925.36,464.63,99982,231.64,933.89,985.47,718.44
Shawn,Sandoval,43,Larryland,66113,Divorced,3838956.57,Parrish Inc Bank,SNw,647.35,107.49,34991,843.81,626.96,288.42,792.94
Roy,Knapp,57,East Kyle,110292,Single,5102083.47,"Nixon, Lucas and Webster Bank",aAf,192.51,47.76,695,827.12,755.59,904.85,706.17
Amy,Mendez,18,Fraziertown,109376,Single,3842758.14,"Walters, Beltran and Wilson Bank",jCj,657.67,963.32,20425,901.58,973.09,371.0,739.6
Whitney,Gaines,52,New Robert,119961,Married,4376192.82,"Rose, Ochoa and Rios Bank",Zem,444.82,702.04,54844,176.57,930.47,862.34,877.75
Michele,Cunningham,62,East Michaelville,39449,Divorced,4373707.06,Day Group Bank,oHj,464.42,323.56,61253,345.43,227.66,376.94,626.2
William,Walton,46,East Andrea,30063,Single,5357129.42,Miller-Rowe Bank,hPj,320.16,448.9,477,576.03,741.99,515.0,478.29
Tiffany,Obrien,41,Lynntown,90850,Married,1928155.34,Owens-Simpson Bank,VpF,840.48,377.27,67996,334.45,30.18,743.07,155.26
Jessica,Miller,40,Adkinsside,97171,Married,7489530.47,Herring LLC Bank,Fva,386.23,579.36,40637,395.75,169.15,46.4,442.24
Sandra,Macdonald,64,Lake Brian,91314,Single,2023001.61,"Lopez, Hicks and Key Bank",LJL,321.9,214.07,81998,563.17,633.09,820.37,81.16
Denise,Smith,55,Sarahville,37747,Married,62270.05,"Peterson, Jordan and Romero Bank",WiR,399.95,421.64,45169,930.12,570.67,741.74,671.1
John,Villarreal,67,Port Lisafurt,34917,Married,2209833.86,Chavez LLC Bank,FfM,32.77,326.19,39272,375.65,698.58,480.82,309.25
Lisa,Thomas,36,Stevensmouth,90238,Divorced,7333544.35,Hicks LLC Bank,TYE,907.84,592.32,69242,95.98,282.73,608.25,551.68
Christine,Weaver,28,New Robert,89728,Married,6882746.85,Neal PLC Bank,LWO,181.65,577.64,525,713.28,686.09,876.32,53.41
Robin,Griffin,49,East Mark,95822,Divorced,3286185.87,Martinez Ltd Bank,GEp,297.63,404.49,11041,549.11,499.06,547.87,79.37
Charles,Walker,38,Williammouth,92520,Divorced,9919401.85,"Nichols, Haley and Brown Bank",dgY,471.99,325.24,39970,762.57,901.64,743.16,747.23
Christopher,Farrell,38,Amandafort,74442,Divorced,5408588.76,"Vance, Walton and Maddox Bank",Cec,949.35,538.05,68724,543.78,379.99,640.11,634.42
Sean,Berg,44,Port Pamelaside,70322,Married,8514712.57,"Carr, Gould and Garcia Bank",iRV,74.07,192.22,83929,581.32,436.9,642.3,965.32
Tricia,Clay,29,Currymouth,52789,Divorced,2424416.15,Cannon-Russell Bank,Top,266.12,494.12,57175,504.91,507.49,718.6,309.26
Kimberly,Carrillo,21,New Jasonchester,41103,Married,4278498.73,Hughes Group Bank,mRU,234.9,853.17,10610,385.57,810.07,756.58,829.91
Aaron,Thompson,60,New Suzanne,113290,Married,8745676.91,Walters Inc Bank,iee,328.16,799.68,39921,224.03,150.94,277.19,300.93
Christina,Hayden,50,Coryton,98865,Married,7735574.01,Smith Inc Bank,DkT,31.96,872.07,20633,326.39,989.14,953.39,121.9
David,Roberts,44,Kristenburgh,95558,Divorced,4561301.74,Thompson and Sons Bank,IBu,119.85,660.95,80379,998.56,157.83,467.43,716.3
David,Santos,36,New Melissaville,82947,Single,1826919.11,Bean-Willis Bank,zGC,569.68,898.25,72938,535.42,612.96,57.12,718.07
Justin,Johnson,61,West Matthew,86983,Single,3213532.19,"Garcia, Mason and Snyder Bank",QDt,168.9,447.15,16887,30.46,873.98,847.37,948.76
Melissa,Thomas,20,Patelstad,63603,Married,4247515.18,Chambers-Turner Bank,tlQ,524.87,240.83,39122,785.46,603.13,582.39,747.54
Margaret,Moore,45,West Melissahaven,113266,Divorced,626131.37,"Guzman, Soto and Wright Bank",ciI,360.83,223.73,61476,429.56,578.78,487.6,689.51
Paige,Brennan,18,Port Elizabethchester,118147,Divorced,4038461.81,Williams-Crawford Bank,Jxs,465.67,355.28,58011,773.93,839.72,559.72,98.52
Jack,Salazar,53,Nathanielmouth,72342,Married,555440.21,Shepherd Ltd Bank,zBi,738.74,676.34,88132,450.99,999.43,659.47,397.34
Michael,Rogers,29,Thomasburgh,82283,Married,5830599.65,Foster-Holmes Bank,UqU,314.94,814.75,68463,966.84,798.87,371.56,822.24
Jeanne,Snow,57,Rodriguezstad,34131,Married,3565022.21,Woods-Gordon Bank,cgA,772.85,500.87,8076,109.33,797.69,875.87,695.12
Vanessa,Davis,34,East Emilymouth,108127,Single,6260992.89,"Colon, Watkins and Kelly Bank",JBf,789.53,227.56,90673,601.27,769.99,960.7,434.09
Danny,Johnson,54,West Dawn,78060,Married,1116687.17,"Barker, Willis and Mclaughlin Bank",LXv,189.54,998.47,18936,273.76,645.15,250.63,721.1
Jeffrey,Lopez,68,East Kirkmouth,116165,Single,5465949.05,Foster LLC Bank,ilV,497.88,380.13,32700,680.87,801.78,163.96,325.48
John,Solomon,20,Michaelview,75224,Married,5560633.57,Mitchell Inc Bank,QMq,450.17,669.53,44670,314.98,810.47,217.66,597.4
Robert,Wilson,26,Amyfort,98854,Single,4483705.2,Davis Inc Bank,hmB,287.29,947.73,88751,465.75,162.13,429.85,899.01
Jason,Harris,23,East Nicole,59837,Married,3960081.23,"White, Cook and Mayer Bank",yHE,70.88,910.69,39750,354.37,798.54,329.53,503.38
Brian,Ingram,25,Lake Robert,83686,Single,9584939.0,Duffy Group Bank,AmK,121.88,279.02,29437,379.53,899.45,679.99,321.9
Bailey,Andrews,67,West Rhonda,78261,Divorced,6329653.18,Benton-Bell Bank,gOm,291.29,776.79,23043,442.24,539.41,233.48,765.05
John,Bailey,45,Tiffanyview,35090,Married,9937503.43,Edwards-Hensley Bank,UCH,224.09,231.75,31665,619.83,687.57,632.37,922.83
Lisa,Martin,60,Lake Brendaborough,53311,Divorced,2469337.36,Hill Group Bank,VlD,236.82,153.77,97406,536.69,168.31,215.73,987.58
Cody,Marquez,56,Cooperport,103871,Single,3293199.85,Ferguson-Gray Bank,ASy,202.21,399.49,41567,593.09,937.04,540.3,776.34
Tracy,Fields,29,Tiffanyfort,117198,Divorced,8474210.6,Lopez-Perez Bank,AnH,380.49,691.42,23044,248.59,19.22,836.05,125.18
Sarah,Garrett,66,West Sandyshire,76983,Single,5384309.03,"Gardner, Conrad and Elliott Bank",wbH,665.66,406.99,55752,876.94,981.17,911.85,337.23
Nathan,Harris,40,Port Jesse,66682,Married,6806303.99,"Miller, Gould and Smith Bank",WzQ,608.68,70.63,92391,59.06,509.27,643.97,733.86
